Departamento,Anio,Mes,Tmaxp,Tminp,Precs,Capital
Huanuco,2001,1,24.88064516,14.84193548,45.22,Huanuco
Huanuco,2001,2,26.01071429,14.65,36.22,Huanuco
Huanuco,2001,3,25.26129032,14.39354839,85.2,Huanuco
Huanuco,2001,4,26.78666667,12.86,46.23,Huanuco
Huanuco,2001,5,27.17419355,13.44193548,10.46,Huanuco
Huanuco,2001,6,26.62666667,11.64333333,3.33,Huanuco
Huanuco,2001,7,26.21935484,12.70645161,8.46,Huanuco
Huanuco,2001,8,26.81935484,10.94193548,10.21,Huanuco
Huanuco,2001,9,27.19,13.55333333,7.4,Huanuco
Huanuco,2001,10,27.68064516,15.13225806,36.9,Huanuco
Huanuco,2001,11,26.49,15.59,72.7,Huanuco
Huanuco,2001,12,26.62580645,15.31290323,55.81,Huanuco
Huanuco,2002,1,27.66451613,15.41935484,29.5,Huanuco
Huanuco,2002,2,26.03214286,15.38214286,56.41,Huanuco
Huanuco,2002,3,26.22258065,14.75806452,83.1,Huanuco
Huanuco,2002,4,27.05666667,14.59,56.5,Huanuco
Huanuco,2002,5,27.12903226,13.66774194,18.23,Huanuco
Huanuco,2002,6,26.63,12.47333333,2.92,Huanuco
Huanuco,2002,7,25.20967742,13.51290323,12.81,Huanuco
Huanuco,2002,8,26.55483871,12.65483871,4.11,Huanuco
Huanuco,2002,9,26.77333333,14.21,8.42,Huanuco
Huanuco,2002,10,26.73870968,14.97419355,109.8,Huanuco
Huanuco,2002,11,25.75666667,15.35,40.84,Huanuco
Huanuco,2002,12,26.90967742,16.20322581,20.3,Huanuco
Huanuco,2003,1,27.08709677,16.10322581,44.72,Huanuco
Huanuco,2003,2,26.67142857,15.77142857,26.91,Huanuco
Huanuco,2003,3,26.18387097,15.44193548,70.5,Huanuco
Huanuco,2003,4,27.21666667,15.10666667,24.63,Huanuco
Huanuco,2003,5,27.08709677,14.28064516,14.31,Huanuco
Huanuco,2003,6,27.13333333,12.94,0.31,Huanuco
Huanuco,2003,7,26.69677419,11.66129032,0.11,Huanuco
Huanuco,2003,8,26.28064516,13.33548387,9.45,Huanuco
Huanuco,2003,9,26.85333333,13.47666667,12.61,Huanuco
Huanuco,2003,10,28.10645161,15.59354839,17.11,Huanuco
Huanuco,2003,11,27.58,15.39,77.31,Huanuco
Huanuco,2003,12,25.63225806,15.23870968,83.14,Huanuco
Huanuco,2004,1,27.1483871,15.15483871,33.62,Huanuco
Huanuco,2004,2,26.66206897,15.22068966,31.72,Huanuco
Huanuco,2004,3,27.41935484,15.5516129,56.93,Huanuco
Huanuco,2004,4,28.08333333,14.63,31.25,Huanuco
Huanuco,2004,5,27.10645161,13.89032258,24.8,Huanuco
Huanuco,2004,6,25.69666667,11.99666667,5.13,Huanuco
Huanuco,2004,7,25.31612903,12.71935484,5.6,Huanuco
Huanuco,2004,8,24.86451613,11.7483871,16.7,Huanuco
Huanuco,2004,9,25.95333333,12.98666667,16.22,Huanuco
Huanuco,2004,10,26.43225806,15.45806452,28.65,Huanuco
Huanuco,2004,11,26.57333333,15.90333333,34.84,Huanuco
Huanuco,2004,12,25.91935484,15.6,104.62,Huanuco
Huanuco,2005,1,27.48387097,15.51612903,32.62,Huanuco
Huanuco,2005,2,27.54285714,16.07142857,45,Huanuco
Huanuco,2005,3,25.74193548,15.63225806,92.71,Huanuco
Huanuco,2005,4,27.83666667,15.15,12.21,Huanuco
Huanuco,2005,5,28.00967742,14.30322581,1.4,Huanuco
Huanuco,2005,6,26.99333333,12.63666667,0.01,Huanuco
Huanuco,2005,7,26.47741935,10.54193548,2.02,Huanuco
Huanuco,2005,8,27.31612903,11.78709677,8.6,Huanuco
Huanuco,2005,9,27.37666667,14.54666667,5.82,Huanuco
Huanuco,2005,10,27.23548387,15.34516129,51.52,Huanuco
Huanuco,2005,11,27.95,15.68,26.32,Huanuco
Huanuco,2005,12,25.51290323,15.4,106.95,Huanuco
Huanuco,2006,1,25.62580645,15.27741935,81.92,Huanuco
Huanuco,2006,2,26.15357143,15.60357143,48.41,Huanuco
Huanuco,2006,3,25.3483871,15.46129032,112.71,Huanuco
Huanuco,2006,4,26.44666667,14.80333333,38.61,Huanuco
Huanuco,2006,5,26.55483871,12.75483871,2,Huanuco
Huanuco,2006,6,26.42,13.53333333,6.22,Huanuco
Huanuco,2006,7,27.20645161,11.05483871,3.5,Huanuco
Huanuco,2006,8,27.28064516,14.0483871,2.92,Huanuco
Huanuco,2006,9,27.95666667,14.43333333,11.42,Huanuco
Huanuco,2006,10,27.98064516,15.88387097,46,Huanuco
Huanuco,2006,11,25.79666667,15.49,66.71,Huanuco
Huanuco,2006,12,25.51935484,16.04193548,89.11,Huanuco
Huanuco,2007,1,26.22258065,16.01935484,33.93,Huanuco
Huanuco,2007,2,26.66785714,15.91428571,6.92,Huanuco
Huanuco,2007,3,25.53548387,15.6516129,83.1,Huanuco
Huanuco,2007,4,27.32333333,15.21333333,35.83,Huanuco
Huanuco,2007,5,27.59032258,14.93870968,7.83,Huanuco
Huanuco,2007,6,26.98666667,12.24333333,1.9,Huanuco
Huanuco,2007,7,25.6483871,12.70645161,6.72,Huanuco
Huanuco,2007,8,26.56129032,12.75483871,3.92,Huanuco
Huanuco,2007,9,27.47333333,14.29333333,4.4,Huanuco
Huanuco,2007,10,27.33870968,14.94516129,59.22,Huanuco
Huanuco,2007,11,27.26,15.85,40.61,Huanuco
Huanuco,2007,12,26.15806452,15.39032258,70.3,Huanuco
Huanuco,2008,1,25.60322581,15.5516129,29.83,Huanuco
Huanuco,2008,2,25.62068966,15.37586207,90.8,Huanuco
Huanuco,2008,3,24.56451613,14.54193548,91.34,Huanuco
Huanuco,2008,4,26.23666667,14.52666667,36.31,Huanuco
Huanuco,2008,5,26.57741935,14.31612903,3.62,Huanuco
Huanuco,2008,6,26.78333333,12.46,5.5,Huanuco
Huanuco,2008,7,26.19354839,12.76774194,0.12,Huanuco
Huanuco,2008,8,27.26774194,14.13548387,2,Huanuco
Huanuco,2008,9,26.78,14.18333333,33.4,Huanuco
Huanuco,2008,10,26.93225806,15.61290323,38.01,Huanuco
Huanuco,2008,11,27.28,15.89333333,50.92,Huanuco
Huanuco,2008,12,26.26451613,15.76129032,68.13,Huanuco
Huanuco,2009,1,25.01935484,15.53548387,67.25,Huanuco
Huanuco,2009,2,25.175,15.36785714,72.52,Huanuco
Huanuco,2009,3,25.54193548,15.05806452,87.91,Huanuco
Huanuco,2009,4,26.05666667,15.09666667,57.2,Huanuco
Huanuco,2009,5,27.04516129,14.39354839,13.7,Huanuco
Huanuco,2009,6,26.60666667,13.21333333,10.31,Huanuco
Huanuco,2009,7,25.89677419,12.68709677,11.9,Huanuco
Huanuco,2009,8,27.3,14.18709677,4.4,Huanuco
Huanuco,2009,9,27.86666667,14.50333333,11.01,Huanuco
Huanuco,2009,10,28.16129032,15.64193548,44.64,Huanuco
Huanuco,2009,11,27.84666667,16.33,40.22,Huanuco
Huanuco,2009,12,25.90645161,16.27741935,59.62,Huanuco
Huanuco,2010,1,26.18709677,16.18709677,21.8,Huanuco
Huanuco,2010,2,26.36071429,16.32142857,85.9,Huanuco
Huanuco,2010,3,27.59354839,16.39354839,88.63,Huanuco
Huanuco,2010,4,28.04,15.80666667,19,Huanuco
Huanuco,2010,5,28.13548387,15.11935484,3.41,Huanuco
Huanuco,2010,6,27.29,13.53333333,2.61,Huanuco
Huanuco,2010,7,27.11612903,12.15483871,4.91,Huanuco
Huanuco,2010,8,27.38387097,12.59354839,7.2,Huanuco
Huanuco,2010,9,27.60666667,14.19666667,13.65,Huanuco
Huanuco,2010,10,27.41290323,14.92580645,26.7,Huanuco
Huanuco,2010,11,27.08,15.11,55.17,Huanuco
Huanuco,2010,12,25.62580645,15.20967742,81.93,Huanuco
Huanuco,2011,1,25.18709677,15.15483871,74.31,Huanuco
Huanuco,2011,2,24.14642857,14.85,64.03,Huanuco
Huanuco,2011,3,25.07419355,14.9516129,141.62,Huanuco
Huanuco,2011,4,26.33666667,14.31333333,43.92,Huanuco
Huanuco,2011,5,27.22580645,14.45806452,21.1,Huanuco
Huanuco,2011,6,26.81,12.92,1.83,Huanuco
Huanuco,2011,7,26.45806452,12.30645161,1.91,Huanuco
Huanuco,2011,8,27.18064516,12.97096774,3.7,Huanuco
Huanuco,2011,9,26.88333333,14.55,22.63,Huanuco
Huanuco,2011,10,25.84193548,15.33548387,67.7,Huanuco
Huanuco,2011,11,27.01666667,15.6,56.6,Huanuco
Huanuco,2011,12,25.36129032,15.07741935,132.31,Huanuco
Huanuco,2012,1,26.03548387,15.33225806,78.6,Huanuco
Huanuco,2012,2,25.11724138,15.09310345,55.7,Huanuco
Huanuco,2012,3,26.43870968,14.88064516,30.11,Huanuco
Huanuco,2012,4,25.93666667,14.78333333,75.92,Huanuco
Huanuco,2012,5,26.63225806,14.0516129,13.71,Huanuco
Huanuco,2012,6,26.54,12.46333333,3.83,Huanuco
Huanuco,2012,7,26.6516129,10.81612903,7.8,Huanuco
Huanuco,2012,8,26.47419355,12.6516129,3.41,Huanuco
Huanuco,2012,9,26.38,13.41,4.9,Huanuco
Huanuco,2012,10,27.01935484,15.22258065,75.02,Huanuco
Huanuco,2012,11,26.45,15.79333333,94.5,Huanuco
Huanuco,2012,12,25.01612903,15.3,154.71,Huanuco
Huanuco,2013,1,27.02258065,15.83548387,36.21,Huanuco
Huanuco,2013,2,25.50357143,15.75714286,90.01,Huanuco
Huanuco,2013,3,25.2516129,15.70322581,92.03,Huanuco
Huanuco,2013,4,27.26666667,14.54333333,33.6,Huanuco
Huanuco,2013,5,26.97741935,14.41290323,5.7,Huanuco
Huanuco,2013,6,25.53333333,14.02666667,10.7,Huanuco
Huanuco,2013,7,25.63548387,12.17741935,12.5,Huanuco
Huanuco,2013,8,26.71612903,13.34516129,22.1,Huanuco
Huanuco,2013,9,27.71724138,13.57333333,6.6,Huanuco
Huanuco,2013,10,27.03225806,15.93225806,37.8,Huanuco
Huanuco,2013,11,26.31,15.27666667,71.3,Huanuco
Huanuco,2013,12,26.64516129,15.93548387,76.1,Huanuco
Huanuco,2014,1,25.69032258,15.36129032,72,Huanuco
Huanuco,2014,2,25.77037037,15.53571429,92,Huanuco
Huanuco,2014,3,25.93225806,15.4,76.3,Huanuco
Huanuco,2014,4,26.86,15.65333333,43.1,Huanuco
Huanuco,2014,5,NA,NA,0,Huanuco
Huanuco,2014,6,27.56666667,12.81,6.6,Huanuco
Huanuco,2014,7,27.08709677,15.25483871,0,Huanuco
Huanuco,2014,8,26.38387097,12.30967742,0,Huanuco
Ancash,1964,2,17.09285714,4.675,78.9,Huaraz
Ancash,1964,3,17.93548387,5.361290323,210.8,Huaraz
Ancash,1964,4,18.32,5.28,85.6,Huaraz
Ancash,1964,5,18.29354839,3.748387097,33.6,Huaraz
Ancash,1964,6,NA,NA,0,Huaraz
Ancash,1964,7,17.8,-3.338709677,0,Huaraz
Ancash,1964,8,18.05806452,2.587096774,0,Huaraz
Ancash,1964,9,19.65333333,3.616666667,0,Huaraz
Ancash,1964,10,17.61935484,4.106451613,0,Huaraz
Ancash,1964,11,17.80666667,4.343333333,0,Huaraz
Ancash,1964,12,17.94193548,3.438709677,0,Huaraz
Ancash,1965,1,18.20322581,4.748387097,0,Huaraz
Ancash,1965,2,18.8,5.471428571,0,Huaraz
Ancash,1965,3,18.67741935,NA,0,Huaraz
Ancash,1965,4,18.73666667,2.836666667,0,Huaraz
Ancash,1965,5,19.41935484,2.183870968,0,Huaraz
Ancash,1965,6,19.77,0.193333333,0,Huaraz
Ancash,1965,7,18.84516129,1.393548387,0,Huaraz
Ancash,1965,8,19.43225806,1.893548387,0,Huaraz
Ancash,1965,9,19.12,4.7,22.6,Huaraz
Ancash,1965,10,19.2,5.7,87.2,Huaraz
Ancash,1965,11,18.99333333,4.72,40.7,Huaraz
Ancash,1965,12,18.6,4.506451613,122.8,Huaraz
Ancash,1966,1,18.76774194,6.619354839,85.7,Huaraz
Ancash,1966,2,18.49642857,6.285714286,95.8,Huaraz
Ancash,1966,3,18.27096774,5.561290323,48.1,Huaraz
Ancash,1966,4,19.44666667,4.99,43,Huaraz
Ancash,1966,5,19.44516129,3.864516129,25.1,Huaraz
Ancash,1966,6,19.53,-0.196666667,0.2,Huaraz
Ancash,1966,7,20.36451613,0.096774194,0,Huaraz
Ancash,1966,8,20.27096774,1.916129032,0.4,Huaraz
Ancash,1966,9,20.32333333,3.526666667,13.3,Huaraz
Ancash,1966,10,17.43225806,5.522580645,107.7,Huaraz
Ancash,1966,11,18.54666667,5.08,52.4,Huaraz
Ancash,1966,12,17.61290323,4.709677419,70.2,Huaraz
Ancash,1967,1,17.25806452,6.232258065,119.8,Huaraz
Ancash,1967,2,16.14285714,6.128571429,195,Huaraz
Ancash,1967,3,16.15483871,5.496774194,143.6,Huaraz
Ancash,1967,4,17.62,5.713333333,58.4,Huaraz
Ancash,1967,5,18.75483871,4.058064516,24.5,Huaraz
Ancash,1967,6,18.88333333,0.276666667,5.4,Huaraz
Ancash,1967,7,18.27096774,0.870967742,16.1,Huaraz
Ancash,1967,8,19.18064516,2.503225806,11.5,Huaraz
Ancash,1967,9,19.11,3.26,35.8,Huaraz
Ancash,1967,10,17.89677419,5.509677419,136.5,Huaraz
Ancash,1967,11,18.59333333,3.366666667,35.6,Huaraz
Ancash,1967,12,18.74193548,4.567741935,59.4,Huaraz
Ancash,1968,1,18.57419355,4.567741935,73.9,Huaraz
Ancash,1968,2,17.31034483,5.631034483,83.6,Huaraz
Ancash,1968,3,16.87741935,5.441935484,111.1,Huaraz
Ancash,1968,4,18.68,1.746666667,21.9,Huaraz
Ancash,1968,5,18.77741935,2.864516129,46.6,Huaraz
Ancash,1968,6,19.28,1.362068966,0,Huaraz
Ancash,1968,7,19.22258065,0.703225806,0,Huaraz
Ancash,1968,8,19.40967742,2.116129032,21.9,Huaraz
Ancash,1968,9,19.67333333,3.343333333,25.5,Huaraz
Ancash,1968,10,19.50322581,3.896774194,89.9,Huaraz
Ancash,1968,11,19.63,3.18,34,Huaraz
Ancash,1968,12,20.12580645,4.122580645,15.1,Huaraz
Ancash,1969,1,19.87096774,5.287096774,43.6,Huaraz
Ancash,1969,2,18.70714286,6.310714286,93.7,Huaraz
Ancash,1969,3,18.51612903,6.832258065,92.6,Huaraz
Ancash,1969,4,18.76333333,6.256666667,64.8,Huaraz
Ancash,1969,5,20.21935484,4.019354839,12.7,Huaraz
Ancash,1969,6,19.82666667,2.243333333,1.1,Huaraz
Ancash,1969,7,19.84193548,2.074193548,0.1,Huaraz
Ancash,1969,8,19.91290323,1.848387097,11.3,Huaraz
Ancash,1969,9,20.89666667,3.093333333,10.1,Huaraz
Ancash,1969,10,20.41935484,4.183870968,62.6,Huaraz
Ancash,1969,11,19.24,5.926666667,89.7,Huaraz
Ancash,1969,12,18.17741935,5.858064516,128.4,Huaraz
Ancash,1970,1,16.83548387,6.570967742,127.1,Huaraz
Ancash,1970,2,19.40714286,5.55,57.4,Huaraz
Ancash,1970,3,19.0516129,5.5,86.9,Huaraz
Ancash,1970,4,18.78,6.65,133.5,Huaraz
Ancash,1970,5,18.9,NA,43,Huaraz
Ancash,1970,6,19.23666667,NA,6,Huaraz
Ancash,1970,7,19.39032258,0.553846154,0,Huaraz
Ancash,1970,8,20.4516129,0.822580645,14.3,Huaraz
Ancash,1970,9,19.38,3.496666667,95,Huaraz
Ancash,1970,10,20.23870968,2.823333333,172.7,Huaraz
Ancash,1970,11,19.81666667,3.34,200.6,Huaraz
Ancash,1970,12,19.11290323,3.509677419,182.3,Huaraz
Ancash,1971,1,18.07096774,4.651612903,64.8,Huaraz
Ancash,1971,2,16.73928571,4.385714286,93.2,Huaraz
Ancash,1971,3,16.45806452,5.122580645,200.1,Huaraz
Ancash,1971,4,17.93,4.026666667,44.6,Huaraz
Ancash,1971,5,19.38709677,1.825806452,0,Huaraz
Ancash,1971,6,19.50666667,0.973333333,4,Huaraz
Ancash,1971,7,20.58387097,-0.016129032,0,Huaraz
Ancash,1971,8,20.28,-0.52,16,Huaraz
Ancash,1971,9,NA,NA,18.2,Huaraz
Ancash,1971,10,NA,NA,67.4,Huaraz
Ancash,1971,11,NA,NA,68.8,Huaraz
Ancash,1971,12,NA,NA,153.2,Huaraz
Ancash,1972,1,NA,NA,105.1,Huaraz
Ancash,1972,2,NA,NA,111.9,Huaraz
Ancash,1972,3,NA,NA,233,Huaraz
Ancash,1972,4,NA,NA,88.2,Huaraz
Ancash,1972,5,NA,NA,22.8,Huaraz
Ancash,1972,6,NA,NA,0.1,Huaraz
Ancash,1972,7,NA,NA,0.1,Huaraz
Ancash,1972,8,NA,NA,9.2,Huaraz
Ancash,1972,9,NA,NA,0,Huaraz
Ancash,1972,10,NA,NA,7.9,Huaraz
Ancash,1972,11,NA,NA,31,Huaraz
Ancash,1972,12,19.83703704,5.6,74.5,Huaraz
Ancash,1973,1,19.47419355,6.303225806,86,Huaraz
Ancash,1973,2,18.44642857,6.710714286,112.8,Huaraz
Ancash,1973,3,18.77419355,6.767741935,173.7,Huaraz
Ancash,1973,4,18.81,5.993333333,103.8,Huaraz
Ancash,1973,5,18.87096774,4.064516129,65.5,Huaraz
Ancash,1973,6,19.22666667,2.646666667,5.1,Huaraz
Ancash,1973,7,19.43225806,-0.95483871,1.4,Huaraz
Ancash,1973,8,19.94193548,1.012903226,3,Huaraz
Ancash,1973,9,19.99333333,3.216666667,44.2,Huaraz
Ancash,1973,10,18.98064516,4.293548387,125.1,Huaraz
Ancash,1973,11,20.55333333,5.106666667,130.1,Huaraz
Ancash,1973,12,18.23225806,5.112903226,168.2,Huaraz
Ancash,1974,1,16.4,5.109677419,127.3,Huaraz
Ancash,1974,2,16.38,5.435714286,135.9,Huaraz
Ancash,1974,3,NA,5.090322581,126.8,Huaraz
Ancash,1974,4,18.4,5.246666667,50.5,Huaraz
Ancash,1974,5,18.83225806,3.551612903,6.3,Huaraz
Ancash,1974,6,NA,NA,0,Huaraz
Ancash,1974,7,NA,NA,0,Huaraz
Ancash,1974,8,NA,NA,0,Huaraz
Ancash,1974,9,NA,NA,0,Huaraz
Ancash,1974,10,NA,NA,0,Huaraz
Ancash,1974,11,NA,NA,0,Huaraz
Ancash,1974,12,NA,NA,0,Huaraz
Ancash,1975,1,NA,NA,0,Huaraz
Ancash,1975,2,NA,NA,0,Huaraz
Ancash,1975,3,NA,NA,0,Huaraz
Ancash,1975,4,NA,NA,0,Huaraz
Ancash,1975,5,NA,NA,0,Huaraz
Ancash,1975,6,NA,NA,0,Huaraz
Ancash,1975,7,NA,NA,0,Huaraz
Ancash,1975,8,NA,NA,0,Huaraz
Ancash,1975,9,NA,NA,0,Huaraz
Ancash,1975,10,NA,NA,0,Huaraz
Ancash,1975,11,NA,NA,0,Huaraz
Ancash,1975,12,NA,NA,0,Huaraz
Ancash,1976,1,NA,NA,0,Huaraz
Ancash,1976,2,NA,NA,0,Huaraz
Ancash,1976,3,NA,NA,0,Huaraz
Ancash,1976,4,NA,NA,0,Huaraz
Ancash,1976,5,NA,NA,0,Huaraz
Ancash,1976,6,NA,NA,0,Huaraz
Ancash,1976,7,NA,NA,0,Huaraz
Ancash,1976,8,NA,NA,0,Huaraz
Ancash,1976,9,NA,NA,0,Huaraz
Ancash,1976,10,NA,NA,0,Huaraz
Ancash,1976,11,NA,NA,0,Huaraz
Ancash,1976,12,NA,NA,0,Huaraz
Ancash,1977,1,NA,NA,0,Huaraz
Ancash,1977,2,NA,NA,0,Huaraz
Ancash,1977,3,NA,NA,0,Huaraz
Ancash,1977,4,NA,NA,0,Huaraz
Ancash,1977,5,NA,NA,0,Huaraz
Ancash,1977,6,NA,NA,0,Huaraz
Ancash,1977,7,NA,NA,0,Huaraz
Ancash,1977,8,NA,NA,0,Huaraz
Ancash,1977,9,NA,NA,0,Huaraz
Ancash,1977,10,NA,NA,0,Huaraz
Ancash,1977,11,NA,NA,0,Huaraz
Ancash,1977,12,NA,NA,0,Huaraz
Ancash,1978,1,NA,NA,0,Huaraz
Ancash,1978,2,NA,NA,0,Huaraz
Ancash,1978,3,NA,NA,0,Huaraz
Ancash,1978,4,NA,NA,0,Huaraz
Ancash,1978,5,NA,NA,0,Huaraz
Ancash,1978,6,NA,NA,0,Huaraz
Ancash,1978,7,NA,NA,0,Huaraz
Ancash,1978,8,NA,NA,0,Huaraz
Ancash,1978,9,NA,NA,0,Huaraz
Ancash,1978,10,21.80740741,3.714814815,35.2,Huaraz
Ancash,1978,11,20.8,4.503333333,63.6,Huaraz
Ancash,1978,12,21.23225806,4.635483871,103.5,Huaraz
Ancash,1979,1,21.82903226,4.829032258,37,Huaraz
Ancash,1979,2,19.75714286,6.778571429,117.4,Huaraz
Ancash,1979,3,18.8,6.116129032,169.7,Huaraz
Ancash,1979,4,20.46,4.773333333,95.4,Huaraz
Ancash,1979,5,21.38064516,3.141935484,22,Huaraz
Ancash,1979,6,21.28,0.246666667,3,Huaraz
Ancash,1979,7,21.20645161,-0.619354839,0,Huaraz
Ancash,1979,8,22.6516129,1.264516129,9.1,Huaraz
Ancash,1979,9,22.08666667,2.883333333,23.8,Huaraz
Ancash,1979,10,22.98709677,3.122580645,12.2,Huaraz
Ancash,1979,11,22.67,4.12,45.8,Huaraz
Ancash,1979,12,22.48387097,4.232258065,31,Huaraz
Ancash,1980,1,20.63870968,6.496774194,85.4,Huaraz
Ancash,1980,2,20.96551724,6.2,60.8,Huaraz
Ancash,1980,3,20.67096774,5.793548387,92.3,Huaraz
Ancash,1980,4,21.08,4.56,47.5,Huaraz
Ancash,1980,5,22.07419355,3.477419355,9.9,Huaraz
Ancash,1980,6,22.28666667,0.54,3.4,Huaraz
Ancash,1980,7,21.58064516,0.525806452,0.2,Huaraz
Ancash,1980,8,22.18064516,1.396774194,8.9,Huaraz
Ancash,1980,9,22.88666667,1.873333333,10.6,Huaraz
Ancash,1980,10,20.34193548,5.035294118,157.4,Huaraz
Ancash,1980,11,20.07333333,NA,124.7,Huaraz
Ancash,1980,12,20.05806452,4.758064516,147.8,Huaraz
Ancash,1981,1,20.42580645,6.009677419,139.9,Huaraz
Ancash,1981,2,19.13928571,6.275,176,Huaraz
Ancash,1981,3,19.03225806,5.712903226,187.2,Huaraz
Ancash,1981,4,21.30333333,6.366666667,52,Huaraz
Ancash,1981,5,22.16451613,2.993548387,3.2,Huaraz
Ancash,1981,6,22.20666667,0.386666667,0,Huaraz
Ancash,1981,7,21.67,-0.24,0,Huaraz
Ancash,1981,8,21.28064516,1.819354839,16.4,Huaraz
Ancash,1981,9,22.09333333,3,9.7,Huaraz
Ancash,1981,10,22.07096774,5.593548387,44.6,Huaraz
Ancash,1981,11,19.36333333,6.326666667,141.7,Huaraz
Ancash,1981,12,19.87741935,7.25483871,81.8,Huaraz
Ancash,1982,1,20.12903226,5.080645161,158.4,Huaraz
Ancash,1982,2,19.86071429,6.067857143,163.3,Huaraz
Ancash,1982,3,21.04193548,6.751612903,94.6,Huaraz
Ancash,1982,4,21.21,5.74,43.2,Huaraz
Ancash,1982,5,22.76774194,2.964516129,4.4,Huaraz
Ancash,1982,6,22.45,2.12,0,Huaraz
Ancash,1982,7,22.10322581,0.612903226,9.2,Huaraz
Ancash,1982,8,22.72068966,1.517241379,15.5,Huaraz
Ancash,1982,9,22.72666667,3.53,14.9,Huaraz
Ancash,1982,10,21.44193548,5.777419355,163.1,Huaraz
Ancash,1982,11,21.23,6.81,128.9,Huaraz
Ancash,1982,12,21.0483871,7.061290323,108.5,Huaraz
Ancash,1983,1,22.38387097,7.858064516,124.4,Huaraz
Ancash,1983,2,23.10714286,6.892857143,39.7,Huaraz
Ancash,1983,3,22.08709677,7.809677419,113.4,Huaraz
Ancash,1983,4,22.19310345,7.265517241,74.5,Huaraz
Ancash,1983,5,22.73870968,4.458064516,10.2,Huaraz
Ancash,1983,6,21.86333333,2.91,15.5,Huaraz
Ancash,1983,7,22.95806452,0.983870968,2.1,Huaraz
Ancash,1983,8,22.64193548,2.45483871,0.1,Huaraz
Ancash,1983,9,21.99333333,3.936666667,10.5,Huaraz
Ancash,1983,10,20.70967742,4.338709677,71.7,Huaraz
Ancash,1983,11,20.52333333,4.16,93.6,Huaraz
Ancash,1983,12,19.5516129,5.793548387,60.4,Huaraz
Ancash,1984,1,19.40666667,4.506666667,99.1,Huaraz
Ancash,1984,2,17.88965517,6.393103448,229.4,Huaraz
Ancash,1984,3,19.06774194,6.638709677,228.2,Huaraz
Ancash,1984,4,19.18333333,5.673333333,90.2,Huaraz
Ancash,1984,5,20.01612903,5.012903226,63,Huaraz
Ancash,1984,6,20.19333333,4.086666667,21.5,Huaraz
Ancash,1984,7,20.6516129,1.061290323,14,Huaraz
Ancash,1984,8,22.12258065,1.348387097,0,Huaraz
Ancash,1984,9,21.65,2.523333333,45.3,Huaraz
Ancash,1984,10,20.48387097,5.322580645,154.8,Huaraz
Ancash,1984,11,20.43666667,3.126666667,88.9,Huaraz
Ancash,1984,12,20.74193548,5.009677419,83,Huaraz
Ancash,1985,1,20.88064516,5.593548387,40.5,Huaraz
Ancash,1985,2,19.38214286,6.107142857,115.4,Huaraz
Ancash,1985,3,20.4,6.241935484,111.6,Huaraz
Ancash,1985,4,19.87666667,5.993333333,128.5,Huaraz
Ancash,1985,5,19.89677419,3.612903226,47.8,Huaraz
Ancash,1985,6,20.12666667,1.746666667,2.1,Huaraz
Ancash,1985,7,20.58064516,-0.167741935,13.6,Huaraz
Ancash,1985,8,21.01612903,1.077419355,0,Huaraz
Ancash,1985,9,21.38333333,4.483333333,73.4,Huaraz
Ancash,1985,10,21.57419355,3.522580645,45.7,Huaraz
Ancash,1985,11,21.73,3.433333333,44.2,Huaraz
Ancash,1985,12,21.01935484,5.683870968,109,Huaraz
Ancash,1986,1,19.39677419,6.806451613,219.7,Huaraz
Ancash,1986,2,18.76071429,5.428571429,136.9,Huaraz
Ancash,1986,3,18.68709677,5.890322581,73.8,Huaraz
Ancash,1986,4,NA,NA,0,Huaraz
Ancash,1986,5,20.89666667,1.91,3.5,Huaraz
Ancash,1986,6,21.79,1.13,0,Huaraz
Ancash,1986,7,21.27419355,-0.522580645,0.3,Huaraz
Ancash,1986,8,21.89,2.753333333,2.4,Huaraz
Ancash,1986,9,22.55333333,3.666666667,42,Huaraz
Ancash,1986,10,22.64516129,3.232258065,50.4,Huaraz
Ancash,1986,11,22.25,4.943333333,74.8,Huaraz
Ancash,1986,12,21.3516129,5.690322581,128.7,Huaraz
Ancash,1987,1,19.84193548,6.903225806,175.4,Huaraz
Ancash,1987,2,20.48928571,7.175,125.4,Huaraz
Ancash,1987,3,20.96774194,6.3,76.7,Huaraz
Ancash,1987,4,21.45333333,4.32,75.3,Huaraz
Ancash,1987,5,21.21290323,0.174193548,7.4,Huaraz
Ancash,1987,6,22.50344828,-1.945454545,0.2,Huaraz
Ancash,1987,7,22.53103448,NA,0.2,Huaraz
Ancash,1987,8,23.01612903,0.612903226,6.9,Huaraz
Ancash,1987,9,22.41785714,4.463333333,58.5,Huaraz
Ancash,1987,10,22.89677419,5.04516129,57.1,Huaraz
Ancash,1987,11,21.53666667,6.19,112.6,Huaraz
Ancash,1987,12,20.72903226,6.670967742,183.9,Huaraz
Ancash,1988,1,20.12903226,7.196774194,154.8,Huaraz
Ancash,1988,2,20.6,6.917241379,133.5,Huaraz
Ancash,1988,3,20.08387097,6.080645161,89.8,Huaraz
Ancash,1988,4,19.43666667,6.246666667,115.4,Huaraz
Ancash,1988,5,20.73870968,4.012903226,33.4,Huaraz
Ancash,1988,6,21.92068966,-0.43,2.5,Huaraz
Ancash,1988,7,22.33870968,-0.970967742,0,Huaraz
Ancash,1988,8,22.66,-0.235483871,21.8,Huaraz
