Departamento,Anio,Mes,Tmaxp,Tminp,Precs,Capital
Huanuco,1963,9,NA,NA,0,Huanuco
Huanuco,1963,10,NA,NA,0,Huanuco
Huanuco,1963,11,NA,NA,0,Huanuco
Huanuco,1963,12,NA,NA,0,Huanuco
Huanuco,1964,1,NA,NA,0,Huanuco
Huanuco,1964,2,NA,NA,0,Huanuco
Huanuco,1964,3,25.46129032,14.38387097,0,Huanuco
Huanuco,1964,4,25.73,14.08,26.04,Huanuco
Huanuco,1964,5,25.72903226,13.0516129,14.25,Huanuco
Huanuco,1964,6,26.03333333,10.09,0.81,Huanuco
Huanuco,1964,7,24.55483871,10.00322581,0.6,Huanuco
Huanuco,1964,8,24.97096774,10.93548387,11.81,Huanuco
Huanuco,1964,9,25.92666667,12.59,11.13,Huanuco
Huanuco,1964,10,25.23548387,13.09354839,79.84,Huanuco
Huanuco,1964,11,25.59333333,13.08666667,33.15,Huanuco
Huanuco,1964,12,NA,NA,50.4,Huanuco
Huanuco,1965,1,25.20645161,13.46129032,30.93,Huanuco
Huanuco,1965,2,24.93214286,14.44642857,66.71,Huanuco
Huanuco,1965,3,25.06774194,14.20322581,77.03,Huanuco
Huanuco,1965,4,25.96,13.83,28.1,Huanuco
Huanuco,1965,5,26.72903226,12.78709677,4.32,Huanuco
Huanuco,1965,6,25.20333333,11.84333333,2.05,Huanuco
Huanuco,1965,7,25.27096774,11.69677419,4.62,Huanuco
Huanuco,1965,8,25.38709677,12.20645161,2.31,Huanuco
Huanuco,1965,9,25.50333333,14.27666667,13.23,Huanuco
Huanuco,1965,10,26.79677419,14.1516129,17.71,Huanuco
Huanuco,1965,11,25.45666667,14.88666667,66.33,Huanuco
Huanuco,1965,12,25.39677419,15.04193548,34.3,Huanuco
Huanuco,1966,1,25.60645161,15.10322581,73.4,Huanuco
Huanuco,1966,2,25.52142857,14.63571429,37,Huanuco
Huanuco,1966,3,26.02258065,13.9516129,55,Huanuco
Huanuco,1966,4,26.69,13.46333333,3.62,Huanuco
Huanuco,1966,5,25.49032258,12.7516129,18.1,Huanuco
Huanuco,1966,6,26.18,9.913333333,0,Huanuco
Huanuco,1966,7,25.35806452,10.03870968,0.7,Huanuco
Huanuco,1966,8,25.39677419,11.05806452,6.9,Huanuco
Huanuco,1966,9,25.54,12.90666667,11.86,Huanuco
Huanuco,1966,10,25.52258065,14.14193548,38.03,Huanuco
Huanuco,1966,11,26.20666667,14.64,41.41,Huanuco
Huanuco,1966,12,24.75483871,14.52580645,96.12,Huanuco
Huanuco,1967,1,25.40645161,14.12580645,59.33,Huanuco
Huanuco,1967,2,24.325,14.34285714,117.71,Huanuco
Huanuco,1967,3,24.29354839,14.07419355,99.76,Huanuco
Huanuco,1967,4,25.12333333,12.45333333,16.97,Huanuco
Huanuco,1967,5,25.60967742,13.02258065,31.91,Huanuco
Huanuco,1967,6,25.32,10.82333333,4.9,Huanuco
Huanuco,1967,7,24.69677419,10.73870968,12.8,Huanuco
Huanuco,1967,8,25.23870968,11.53548387,5.5,Huanuco
Huanuco,1967,9,26.06666667,12.43,15.71,Huanuco
Huanuco,1967,10,25.36774194,14.27096774,52.4,Huanuco
Huanuco,1967,11,26.95333333,14.48333333,36.4,Huanuco
Huanuco,1967,12,26.39032258,14.26129032,47.32,Huanuco
Huanuco,1968,1,25.02258065,14.24193548,78.01,Huanuco
Huanuco,1968,2,25.15172414,14.71034483,78.2,Huanuco
Huanuco,1968,3,24.82258065,13.60967742,43.31,Huanuco
Huanuco,1968,4,26.15666667,13.77333333,15.1,Huanuco
Huanuco,1968,5,25.94516129,11.03870968,1.3,Huanuco
Huanuco,1968,6,25.34,10.83666667,4.9,Huanuco
Huanuco,1968,7,25.48064516,11.60645161,1.61,Huanuco
Huanuco,1968,8,25.59032258,12.59354839,15.5,Huanuco
Huanuco,1968,9,26.56333333,13.89333333,47.2,Huanuco
Huanuco,1968,10,26.3516129,14.41935484,37.2,Huanuco
Huanuco,1968,11,27.31333333,15.155,10.8,Huanuco
Huanuco,1968,12,26.8,15.2,47,Huanuco
Huanuco,1969,1,26.8516129,14.53225806,75.81,Huanuco
Huanuco,1969,2,25.93214286,15.05714286,45,Huanuco
Huanuco,1969,3,27.59032258,15.1516129,28.1,Huanuco
Huanuco,1969,4,27.75,14.97333333,17.8,Huanuco
Huanuco,1969,5,28.51612903,13.61290323,3.2,Huanuco
Huanuco,1969,6,27.00666667,12.68333333,7.71,Huanuco
Huanuco,1969,7,26.41935484,10.54193548,0.9,Huanuco
Huanuco,1969,8,26.97419355,11.95483871,7.4,Huanuco
Huanuco,1969,9,26.54,13.74333333,13.7,Huanuco
Huanuco,1969,10,27.10967742,14.21290323,12.1,Huanuco
Huanuco,1969,11,27.33666667,14.75,70.4,Huanuco
Huanuco,1969,12,26.48387097,14.90322581,64.32,Huanuco
Huanuco,1970,1,25.98709677,15.03870968,29.41,Huanuco
Huanuco,1970,2,26.51785714,14.97857143,43.94,Huanuco
Huanuco,1970,3,26.55483871,14.48709677,36.03,Huanuco
Huanuco,1970,4,26.77,14.49,35.43,Huanuco
Huanuco,1970,5,26.71935484,13.02903226,8.55,Huanuco
Huanuco,1970,6,26.74,12.1,21.41,Huanuco
Huanuco,1970,7,25.33548387,11.56451613,14.67,Huanuco
Huanuco,1970,8,26.93225806,11.76129032,0.24,Huanuco
Huanuco,1970,9,26.35,13.1,18.24,Huanuco
Huanuco,1970,10,27.51290323,13.32258065,15.97,Huanuco
Huanuco,1970,11,26.71333333,14.17,50.46,Huanuco
Huanuco,1970,12,25.99354839,14.47096774,78.16,Huanuco
Huanuco,1971,1,26.08387097,13.80645161,99.13,Huanuco
Huanuco,1971,2,25.08214286,13.44642857,37.64,Huanuco
Huanuco,1971,3,26.22580645,14.01935484,78.66,Huanuco
Huanuco,1971,4,26.58666667,13.32333333,42.86,Huanuco
Huanuco,1971,5,27.25483871,12.80967742,10.75,Huanuco
Huanuco,1971,6,26.59,12.03666667,6.13,Huanuco
Huanuco,1971,7,26.65483871,10.41290323,7.32,Huanuco
Huanuco,1971,8,26.97741935,12.20645161,11.82,Huanuco
Huanuco,1971,9,27.03,12.52666667,3.44,Huanuco
Huanuco,1971,10,26.84193548,14.23870968,30.04,Huanuco
Huanuco,1971,11,26.66666667,13.57333333,47.22,Huanuco
Huanuco,1971,12,25.46774194,13.35483871,56.72,Huanuco
Huanuco,1972,1,25.86774194,14.23870968,38.24,Huanuco
Huanuco,1972,2,26.54482759,14.17241379,51.81,Huanuco
Huanuco,1972,3,25.27419355,14.40967742,102.31,Huanuco
Huanuco,1972,4,27.01333333,14.32333333,42.11,Huanuco
Huanuco,1972,5,27.34193548,13.60967742,11.4,Huanuco
Huanuco,1972,6,26.44333333,11.73333333,0.03,Huanuco
Huanuco,1972,7,26.28064516,10.59032258,0.05,Huanuco
Huanuco,1972,8,26.02903226,12.22580645,6.01,Huanuco
Huanuco,1972,9,25.47666667,12.86,26.53,Huanuco
Huanuco,1972,10,26.20322581,13.52903226,26.6,Huanuco
Huanuco,1972,11,26.74,14.92666667,41.5,Huanuco
Huanuco,1972,12,26.68709677,14.60645161,29,Huanuco
Huanuco,1973,1,26.13870968,15.3,51.52,Huanuco
Huanuco,1973,2,25.025,15.07142857,100.41,Huanuco
Huanuco,1973,3,25.5,14.6516129,60.31,Huanuco
Huanuco,1973,4,26.61666667,14.53,46.4,Huanuco
Huanuco,1973,5,27.47741935,12.98709677,12.2,Huanuco
Huanuco,1973,6,26.65,12.23333333,11.01,Huanuco
Huanuco,1973,7,25.54666667,11.6,9.9,Huanuco
Huanuco,1973,8,26.51935484,12.49032258,34.2,Huanuco
Huanuco,1973,9,26.72,13.55666667,1.6,Huanuco
Huanuco,1973,10,26.26129032,13.91290323,64.5,Huanuco
Huanuco,1973,11,26.42666667,14.92,66.8,Huanuco
Huanuco,1973,12,23.64516129,14.23870968,151.5,Huanuco
Huanuco,1974,1,23.43225806,14.20967742,58,Huanuco
Huanuco,1974,2,23.69285714,14.14285714,42.9,Huanuco
Huanuco,1974,3,25.36774194,13.90967742,116.2,Huanuco
Huanuco,1974,4,25.67333333,13.77333333,70.9,Huanuco
Huanuco,1974,5,26.89677419,11.21935484,2.8,Huanuco
Huanuco,1974,6,26.10666667,11.86333333,12.5,Huanuco
Huanuco,1974,7,25.73548387,9.851612903,2.7,Huanuco
Huanuco,1974,8,25.23870968,12.29677419,14.7,Huanuco
Huanuco,1974,9,26.44,12.92333333,3.4,Huanuco
Huanuco,1974,10,27.0516129,14.32258065,15.8,Huanuco
Huanuco,1974,11,27.09333333,14.36,13.5,Huanuco
Huanuco,1974,12,26.18064516,14.70322581,29.7,Huanuco
Huanuco,1975,1,26.06451613,14.36129032,64,Huanuco
Huanuco,1975,2,24.14285714,14.44285714,90,Huanuco
Huanuco,1975,3,24.54193548,14.24064516,74.2,Huanuco
Huanuco,1975,4,25.67333333,13.5,14.2,Huanuco
Huanuco,1975,5,25.6,12.98709677,48.2,Huanuco
Huanuco,1975,6,25.51333333,11.67333333,8.3,Huanuco
Huanuco,1975,7,25.56774194,10.23870968,4.5,Huanuco
Huanuco,1975,8,26.81290323,10.18709677,5.1,Huanuco
Huanuco,1975,9,26.8,13.06666667,21.4,Huanuco
Huanuco,1975,10,27.23870968,13.10967742,60.6,Huanuco
Huanuco,1975,11,26.35333333,14.06,39.8,Huanuco
Huanuco,1975,12,25.2,13.30967742,67.6,Huanuco
Huanuco,1976,1,24.61935484,13.4,66.5,Huanuco
Huanuco,1976,2,24.48275862,13.31724138,64.3,Huanuco
Huanuco,1976,3,25.34193548,13.38064516,14.7,Huanuco
Huanuco,1976,4,25.49333333,13.21,6.5,Huanuco
Huanuco,1976,5,25.60967742,12.55806452,1.6,Huanuco
Huanuco,1976,6,26.50333333,10.69,0,Huanuco
Huanuco,1976,7,25.81290323,9.974193548,0,Huanuco
Huanuco,1976,8,26.51935484,12.30322581,0,Huanuco
Huanuco,1976,9,25.73666667,11.66666667,5.5,Huanuco
Huanuco,1976,10,26.20967742,11.33225806,0,Huanuco
Huanuco,1976,11,NA,NA,0,Huanuco
Huanuco,1976,12,26.05,14.95625,12,Huanuco
Huanuco,1977,1,25.90322581,15.13548387,45.5,Huanuco
Huanuco,1977,2,25.3,14.51428571,61.8,Huanuco
Huanuco,1977,3,27.16774194,14.37741935,46.2,Huanuco
Huanuco,1977,4,26.90666667,13.72,54.9,Huanuco
Huanuco,1977,5,26.75806452,12.84193548,24.6,Huanuco
Huanuco,1977,6,26.10333333,11.88666667,0.5,Huanuco
Huanuco,1977,7,25.51935484,11.44516129,2,Huanuco
Huanuco,1977,8,26.58064516,12.78709677,8.6,Huanuco
Huanuco,1977,9,26.2,14.5,36.7,Huanuco
Huanuco,1977,10,26.67741935,14.30322581,31.5,Huanuco
Huanuco,1977,11,25.62666667,15.02666667,128.7,Huanuco
Huanuco,1977,12,27.28387097,14.73225806,60,Huanuco
Huanuco,1978,1,25.99354839,14.90322581,53.6,Huanuco
Huanuco,1978,2,27.37142857,14.93214286,27.4,Huanuco
Huanuco,1978,3,25.67096774,14.94193548,88,Huanuco
Huanuco,1978,4,26.85666667,14.62666667,28.3,Huanuco
Huanuco,1978,5,27.24516129,13.96129032,22.2,Huanuco
Huanuco,1978,6,27.28666667,11.18666667,1.6,Huanuco
Huanuco,1978,7,26.74193548,12.42580645,0.8,Huanuco
Huanuco,1978,8,26.45806452,11.70322581,3,Huanuco
Huanuco,1978,9,27.76,13.9,1.7,Huanuco
Huanuco,1978,10,28.09032258,14.23225806,11.5,Huanuco
Huanuco,1978,11,28.28333333,15.13333333,27.5,Huanuco
Huanuco,1978,12,26.32580645,15.28064516,32.8,Huanuco
Huanuco,1979,1,27.24074074,15.56296296,0,Huanuco
Huanuco,1979,2,26.11538462,15.24285714,0,Huanuco
Huanuco,1979,3,26.03870968,15.16129032,183.1,Huanuco
Huanuco,1979,4,26.74666667,14.71333333,51.2,Huanuco
Huanuco,1979,5,27.21935484,13.04516129,0,Huanuco
Huanuco,1979,6,27.57,10.65666667,0,Huanuco
Huanuco,1979,7,26.4,11.90967742,3.2,Huanuco
Huanuco,1979,8,27.53548387,12.18064516,0,Huanuco
Huanuco,1979,9,27.79333333,13.03333333,5.9,Huanuco
Huanuco,1979,10,27.71935484,13.38064516,60.1,Huanuco
Huanuco,1979,11,26.60333333,12.39,52.1,Huanuco
Huanuco,1979,12,27.26451613,12.70322581,9.6,Huanuco
Huanuco,1980,1,27.4516129,13.04516129,68.9,Huanuco
Huanuco,1980,2,26.8,12.57931034,175.2,Huanuco
Huanuco,1980,3,26.97419355,12.27741935,128,Huanuco
Huanuco,1980,4,26.84666667,12.41333333,149.5,Huanuco
Huanuco,1980,5,27.44516129,11.55806452,0,Huanuco
Huanuco,1980,6,27.86,11.31333333,15.2,Huanuco
Huanuco,1980,7,NA,NA,0,Huanuco
Huanuco,1980,8,NA,NA,0,Huanuco
Huanuco,1980,9,NA,NA,0,Huanuco
Huanuco,1980,10,NA,NA,0,Huanuco
Huanuco,1980,11,NA,NA,0,Huanuco
Huanuco,1980,12,NA,NA,0,Huanuco
Huanuco,1981,1,NA,NA,0,Huanuco
Huanuco,1981,2,25.45357143,14.98928571,45.9,Huanuco
Huanuco,1981,3,25.61935484,14.44193548,49.7,Huanuco
Huanuco,1981,4,26.88666667,14.18,19.9,Huanuco
Huanuco,1981,5,26.91935484,13.6,8.6,Huanuco
Huanuco,1981,6,26.66333333,12.04666667,0.6,Huanuco
Huanuco,1981,7,26.11290323,9.535483871,1.4,Huanuco
Huanuco,1981,8,25.8483871,12.02580645,5.7,Huanuco
Huanuco,1981,9,26.23,12.79666667,7.4,Huanuco
Huanuco,1981,10,25.99677419,14.33225806,50,Huanuco
Huanuco,1981,11,25.08333333,14.56666667,97.21,Huanuco
Huanuco,1981,12,25.12580645,14.94516129,81.71,Huanuco
Huanuco,1982,1,24.83225806,15.07741935,109.41,Huanuco
Huanuco,1982,2,24.45714286,14.71071429,105.71,Huanuco
Huanuco,1982,3,25.02903226,14.50322581,106.4,Huanuco
Huanuco,1982,4,25.82,13.66666667,30.1,Huanuco
Huanuco,1982,5,26.44516129,13.45806452,4,Huanuco
Huanuco,1982,6,26.07,11.91,2.4,Huanuco
Huanuco,1982,7,26.07741935,11.48064516,4.2,Huanuco
Huanuco,1982,8,25.76774194,11.78387097,11.5,Huanuco
Huanuco,1982,9,25.38,13.40333333,6,Huanuco
Huanuco,1982,10,25.98064516,14.21935484,39.7,Huanuco
Huanuco,1982,11,25.41333333,15.11666667,40.03,Huanuco
Huanuco,1982,12,26.17419355,15.30967742,45.4,Huanuco
Huanuco,1983,1,NA,NA,0,Huanuco
Huanuco,1983,2,NA,NA,0,Huanuco
Huanuco,1983,3,NA,NA,0,Huanuco
Huanuco,1983,4,NA,NA,0,Huanuco
Huanuco,1983,5,NA,NA,0,Huanuco
Huanuco,1983,6,NA,NA,0,Huanuco
Huanuco,1983,7,NA,NA,0,Huanuco
Huanuco,1983,8,NA,NA,0,Huanuco
Huanuco,1983,9,NA,NA,0,Huanuco
Huanuco,1983,10,NA,NA,0,Huanuco
Huanuco,1983,11,NA,NA,0,Huanuco
Huanuco,1983,12,NA,NA,0,Huanuco
Huanuco,1984,1,NA,NA,0,Huanuco
Huanuco,1984,2,NA,NA,0,Huanuco
Huanuco,1984,3,NA,NA,0,Huanuco
Huanuco,1984,4,NA,NA,0,Huanuco
Huanuco,1984,5,NA,NA,0,Huanuco
Huanuco,1984,6,NA,NA,0,Huanuco
Huanuco,1984,7,NA,NA,0,Huanuco
Huanuco,1984,8,NA,NA,0,Huanuco
Huanuco,1984,9,NA,NA,0,Huanuco
Huanuco,1984,10,NA,NA,0,Huanuco
Huanuco,1984,11,NA,NA,0,Huanuco
Huanuco,1984,12,NA,NA,0,Huanuco
Huanuco,1985,1,NA,NA,0,Huanuco
Huanuco,1985,2,NA,NA,0,Huanuco
Huanuco,1985,3,NA,NA,0,Huanuco
Huanuco,1985,4,NA,NA,0,Huanuco
Huanuco,1985,5,NA,NA,0,Huanuco
Huanuco,1985,6,NA,NA,0,Huanuco
Huanuco,1985,7,NA,NA,0,Huanuco
Huanuco,1985,8,NA,NA,0,Huanuco
Huanuco,1985,9,NA,NA,0,Huanuco
Huanuco,1985,10,NA,NA,0,Huanuco
Huanuco,1985,11,NA,NA,0,Huanuco
Huanuco,1985,12,NA,NA,0,Huanuco
Huanuco,1986,1,25.02580645,14.43870968,40.71,Huanuco
Huanuco,1986,2,23.88214286,14.28571429,83.9,Huanuco
Huanuco,1986,3,23.72258065,14.07096774,113.41,Huanuco
Huanuco,1986,4,26.64333333,13.92666667,9.81,Huanuco
Huanuco,1986,5,26.50967742,12.96774194,21.7,Huanuco
Huanuco,1986,6,26.01,10.68666667,12.9,Huanuco
Huanuco,1986,7,24.26774194,10.39354839,4,Huanuco
Huanuco,1986,8,25.02258065,12.20645161,15.81,Huanuco
Huanuco,1986,9,25.45666667,12.95,12.21,Huanuco
Huanuco,1986,10,26.87419355,13.40645161,12.9,Huanuco
Huanuco,1986,11,26.94666667,14.04,22.7,Huanuco
Huanuco,1986,12,26.26129032,14.56451613,56.71,Huanuco
Huanuco,1987,1,25.46451613,15.26129032,35.6,Huanuco
Huanuco,1987,2,26.24642857,14.975,65.01,Huanuco
Huanuco,1987,3,26.68709677,14.31290323,57,Huanuco
Huanuco,1987,4,26.53,13.695,32.6,Huanuco
Huanuco,1987,5,26.78064516,12.82580645,6.3,Huanuco
Huanuco,1987,6,26.14333333,10.92,10.7,Huanuco
Huanuco,1987,7,26.09354839,10.94193548,8.9,Huanuco
Huanuco,1987,8,27.1483871,11.11612903,4,Huanuco
Huanuco,1987,9,27.03333333,13.735,11,Huanuco
Huanuco,1987,10,27.10645161,14.45322581,23.2,Huanuco
Huanuco,1987,11,25.82,15.46,43.7,Huanuco
Huanuco,1987,12,25.89677419,15.5516129,40.2,Huanuco
Huanuco,1988,1,25.75806452,15.50322581,88.9,Huanuco
Huanuco,1988,2,26.81724138,14.83448276,83.8,Huanuco
Huanuco,1988,3,26.19032258,14.89354839,34.9,Huanuco
Huanuco,1988,4,26.23,14.11333333,42.7,Huanuco
Huanuco,1988,5,26.68387097,13.31290323,6.5,Huanuco
Huanuco,1988,6,26.3,10.29,0,Huanuco
Huanuco,1988,7,26.19032258,10.11935484,6.2,Huanuco
Huanuco,1988,8,27.47419355,11.56451613,1.9,Huanuco
Huanuco,1988,9,26.33,12.89333333,9.7,Huanuco
Huanuco,1988,10,26.63870968,13.99032258,14.5,Huanuco
Huanuco,1988,11,26.29,13.90666667,22.4,Huanuco
Huanuco,1988,12,26.03,13.72,23.2,Huanuco
Huanuco,1989,1,23.89032258,13.08709677,56.8,Huanuco
Huanuco,1989,2,23.59642857,13.91428571,43.8,Huanuco
Huanuco,1989,3,23.55806452,13.88064516,98.2,Huanuco
Huanuco,1989,4,24.38333333,13.06666667,20.8,Huanuco
Huanuco,1989,5,25.08387097,11.84677419,14.8,Huanuco
Huanuco,1989,6,24.58,11.33333333,11.5,Huanuco
Huanuco,1989,7,24.82580645,8.380645161,0,Huanuco
Huanuco,1989,8,26.27419355,11.12903226,2.5,Huanuco
Huanuco,1989,9,26.41333333,12.09666667,12,Huanuco
Huanuco,1989,10,25.21290323,13.10322581,67.9,Huanuco
Huanuco,1989,11,26.76,12.46666667,41.3,Huanuco
Huanuco,1989,12,26.92258065,12.93225806,59.1,Huanuco
Huanuco,1990,1,24.70322581,13.58064516,45.8,Huanuco
Huanuco,1990,2,26.31785714,13.76785714,13.5,Huanuco
Huanuco,1990,3,26.22580645,13.98064516,34.7,Huanuco
Huanuco,1990,4,26.70333333,13.85333333,52.2,Huanuco
Huanuco,1990,5,26.09032258,12.90967742,32.6,Huanuco
Huanuco,1990,6,24.55,12.95333333,15.1,Huanuco
Huanuco,1990,7,24.88064516,11.22258065,1.5,Huanuco
Huanuco,1990,8,25.65806452,10.82258065,7.1,Huanuco
Huanuco,1990,9,25.86666667,12.77666667,10.9,Huanuco
Huanuco,1990,10,25.0483871,13.92903226,86.8,Huanuco
Huanuco,1990,11,22.95,13.38,77,Huanuco
Huanuco,1990,12,24.87741935,13.85806452,59.2,Huanuco
Huanuco,1991,1,25.38064516,14.00322581,25.7,Huanuco
Huanuco,1991,2,25.11785714,13.80714286,44.3,Huanuco
Huanuco,1991,3,24.39032258,14.07419355,93.4,Huanuco
Huanuco,1991,4,26.67333333,13.90333333,29.1,Huanuco
Huanuco,1991,5,26.92903226,12.46290323,3,Huanuco
Huanuco,1991,6,26.24,11.71666667,10.1,Huanuco
Huanuco,1991,7,25.26129032,7.551612903,4.8,Huanuco
Huanuco,1991,8,24.79677419,9.15,0,Huanuco
Huanuco,1991,9,24.85,11.12,8.2,Huanuco
Huanuco,1991,10,23.98387097,12.34193548,32.3,Huanuco
Huanuco,1991,11,25.06333333,13.45666667,40.2,Huanuco
Huanuco,1991,12,25.90967742,13.36451613,39.6,Huanuco
Huanuco,1992,1,24.94516129,13.3483871,43.1,Huanuco
Huanuco,1992,2,24.1137931,13.19655172,85.6,Huanuco
Huanuco,1992,3,24.68709677,13.53225806,66.2,Huanuco
Huanuco,1992,4,25.87333333,13.275,20.6,Huanuco
Huanuco,1992,5,27.48064516,13.27096774,0,Huanuco
Huanuco,1992,6,25.63666667,12.85333333,14.4,Huanuco
Huanuco,1992,7,26.92666667,11.88666667,0,Huanuco
Huanuco,1992,8,26.47096774,13.02258065,36,Huanuco
Huanuco,1992,9,26.78333333,14.09,4,Huanuco
Huanuco,1992,10,25.39354839,11.46129032,97.4,Huanuco
Huanuco,1992,11,26.54347826,11.01304348,37.4,Huanuco
Huanuco,1992,12,NA,NA,21.6,Huanuco
Huanuco,1993,1,NA,NA,17.5,Huanuco
Huanuco,1993,2,NA,NA,40.9,Huanuco
Huanuco,1993,3,NA,NA,74.3,Huanuco
Huanuco,1993,4,NA,NA,25.9,Huanuco
Huanuco,1993,5,NA,NA,16.8,Huanuco
Huanuco,1993,6,NA,NA,12.3,Huanuco
Huanuco,1993,7,NA,NA,5.9,Huanuco
Huanuco,1993,8,NA,NA,6.3,Huanuco
Huanuco,1993,9,NA,NA,8,Huanuco
Huanuco,1993,10,NA,NA,16.6,Huanuco
Huanuco,1993,11,NA,NA,94.1,Huanuco
Huanuco,1993,12,26.10645161,7.351612903,48.5,Huanuco
Huanuco,1994,1,NA,NA,0,Huanuco
Huanuco,1994,2,25.76428571,14.72142857,57.5,Huanuco
Huanuco,1994,3,26.15806452,14.61935484,41.3,Huanuco
Huanuco,1994,4,26.40666667,14.16333333,57.6,Huanuco
Huanuco,1994,5,27.15483871,12.88387097,23.4,Huanuco
Huanuco,1994,6,26.09666667,11.25333333,0,Huanuco
Huanuco,1994,7,25.78387097,10.39354839,0,Huanuco
Huanuco,1994,8,26.60967742,10.73225806,0,Huanuco
Huanuco,1994,9,27.06,12.47,32.7,Huanuco
Huanuco,1994,10,26.75806452,13.70483871,64.4,Huanuco
Huanuco,1994,11,26.44,14.81,20.4,Huanuco
Huanuco,1994,12,27.11935484,15.42580645,41,Huanuco
Huanuco,1995,1,26.70645161,14.83548387,38.7,Huanuco
Huanuco,1995,2,27.21071429,14.95714286,50.4,Huanuco
Huanuco,1995,3,25.33333333,14.6483871,50.3,Huanuco
Huanuco,1995,4,27.82222222,14.47,26,Huanuco
Huanuco,1995,5,27.09677419,12.24516129,3.6,Huanuco
Huanuco,1995,6,26.34333333,11.73,1.4,Huanuco
Huanuco,1995,7,26.72258065,11.64516129,1.2,Huanuco
Huanuco,1995,8,27.02580645,11.5483871,0.4,Huanuco
Huanuco,1995,9,26.86666667,13.27,7.22,Huanuco
Huanuco,1995,10,27.00967742,14.07741935,23.2,Huanuco
Huanuco,1995,11,27.02666667,15.37666667,48.8,Huanuco
Huanuco,1995,12,26.84193548,14.72258065,59,Huanuco
Huanuco,1996,1,24.73225806,14.71612903,59.5,Huanuco
Huanuco,1996,2,26.10344828,14.13793103,33.1,Huanuco
Huanuco,1996,3,26.21935484,14.54516129,41.7,Huanuco
Huanuco,1996,4,25.98,14.48333333,69.3,Huanuco
Huanuco,1996,5,26.26129032,12.94193548,23,Huanuco
Huanuco,1996,6,26.72333333,11.50333333,0.01,Huanuco
Huanuco,1996,7,25.81612903,9.177419355,0.1,Huanuco
Huanuco,1996,8,26.12580645,11.95483871,5.3,Huanuco
Huanuco,1996,9,27.01666667,12.62666667,2.3,Huanuco
Huanuco,1996,10,26.8,14.89677419,23.6,Huanuco
Huanuco,1996,11,26.42666667,13.98333333,57.8,Huanuco
Huanuco,1996,12,25.99032258,14.57741935,15.7,Huanuco
Huanuco,1997,1,25.4516129,14.96129032,54.6,Huanuco
Huanuco,1997,2,25.76785714,15.08928571,41.6,Huanuco
Huanuco,1997,3,26.47419355,15.00322581,26.5,Huanuco
Huanuco,1997,4,26.97666667,13.62333333,15.1,Huanuco
Huanuco,1997,5,26.23548387,14,9.6,Huanuco
Huanuco,1997,6,26.55333333,12.10666667,2.2,Huanuco
Huanuco,1997,7,26.86774194,10.98387097,0,Huanuco
Huanuco,1997,8,25.55806452,13.09032258,9.6,Huanuco
Huanuco,1997,9,27.50666667,14.52333333,7.6,Huanuco
Huanuco,1997,10,27.85806452,15.88387097,29.8,Huanuco
Huanuco,1997,11,27.25333333,16.14666667,41.5,Huanuco
Huanuco,1997,12,26.80322581,16.51935484,47.3,Huanuco
Huanuco,1998,1,26.98064516,16.27741935,93.5,Huanuco
Huanuco,1998,2,27.51785714,16.39285714,63,Huanuco
Huanuco,1998,3,27.35483871,16.68709677,66.9,Huanuco
Huanuco,1998,4,28.46333333,16.30333333,3.1,Huanuco
Huanuco,1998,5,28.07096774,12.76451613,2.8,Huanuco
Huanuco,1998,6,26.33333333,12.18333333,2.1,Huanuco
Huanuco,1998,7,26.8516129,10.52903226,0,Huanuco
Huanuco,1998,8,27.71612903,13.02258065,2.8,Huanuco
Huanuco,1998,9,27.28666667,13.5,3.8,Huanuco
Huanuco,1998,10,27.56774194,15.02258065,29.3,Huanuco
Huanuco,1998,11,26.67,15.21,64.5,Huanuco
Huanuco,1998,12,26.80967742,14.67096774,34,Huanuco
Huanuco,1999,1,24.73548387,14.93870968,81.7,Huanuco
Huanuco,1999,2,24.70714286,14.72857143,88.5,Huanuco
Huanuco,1999,3,23.88709677,14.66451613,109.3,Huanuco
Huanuco,1999,4,25.81666667,14.24,22.3,Huanuco
Huanuco,1999,5,25.88387097,13.21612903,18.44,Huanuco
Huanuco,1999,6,26.32333333,12.53333333,15.1,Huanuco
Huanuco,1999,7,25.24516129,10.9516129,8.6,Huanuco
Huanuco,1999,8,25.47419355,10.6,0.61,Huanuco
Huanuco,1999,9,26.15333333,12.66666667,57.6,Huanuco
Huanuco,1999,10,26.62258065,13.97741935,20.84,Huanuco
Huanuco,1999,11,27.67333333,15.13,33.81,Huanuco
Huanuco,1999,12,26.15806452,15.07419355,58.2,Huanuco
Huanuco,2000,1,25.07741935,14.71935484,68.24,Huanuco
Huanuco,2000,2,24.26206897,14.58275862,89.61,Huanuco
Huanuco,2000,3,24.08709677,14.42903226,125.32,Huanuco
Huanuco,2000,4,24.93,13.94666667,30.33,Huanuco
Huanuco,2000,5,26.9,13.27741935,10.14,Huanuco
Huanuco,2000,6,25.41666667,12.44333333,16.01,Huanuco
Huanuco,2000,7,25.19032258,11.08064516,3.62,Huanuco
Huanuco,2000,8,25.93870968,12.13870968,17.11,Huanuco
Huanuco,2000,9,26.57666667,13.43666667,11.92,Huanuco
Huanuco,2000,10,26.76451613,13.98064516,9.51,Huanuco
Huanuco,2000,11,27.27333333,15.15333333,61,Huanuco
Huanuco,2000,12,25.83225806,14.55483871,77.24,Huanuco
